seed,x,y,r,f_spiral,f_circles,margin,router_spiral,oracle_spiral,composite_correct,region_match
47,-0.88674,-0.84778,1.22680,0.90207,0.98546,0.54235,1,0,1,0
47,0.98324,0.11009,0.98938,0.90275,0.99647,0.53699,1,0,1,0
47,0.77834,-0.86842,1.16618,0.97066,0.94521,0.60056,1,0,1,0
47,-0.50082,0.19451,0.53727,0.05768,0.12733,0.33611,1,0,1,0
47,0.01787,0.90784,0.90801,0.09410,0.98314,-0.23239,0,0,1,1
47,-0.35234,-0.78657,0.86188,0.92311,0.55844,0.85020,1,0,1,0
47,0.29255,-0.35534,0.46027,0.97333,0.00708,1.20399,1,0,0,0
47,-0.92860,-0.59487,1.10280,0.90105,0.98537,0.54182,1,0,1,0
47,-0.93213,0.23672,0.96172,0.07179,0.59645,-0.01145,0,0,1,1
47,0.31059,-0.34798,0.46643,0.98469,0.00708,1.20080,1,0,0,0
47,-0.04149,-0.41990,0.42194,0.97252,0.00411,1.20475,1,0,0,0
47,0.55428,-0.07131,0.55884,0.89995,0.11457,1.18423,1,0,0,0
47,0.82468,0.84116,1.17798,0.46189,0.98022,0.26858,1,0,0,0
47,0.42548,-0.53373,0.68257,0.98523,0.69869,0.76326,1,0,1,0
47,0.71001,-0.60738,0.93435,0.98582,0.94217,0.60981,1,0,1,0
47,-0.53172,0.09250,0.53971,0.05873,0.12755,0.34351,1,0,1,0
47,0.77915,0.04886,0.78068,0.90137,0.97612,0.54689,1,0,1,0
47,0.73065,0.84537,1.11737,0.07205,0.98006,-0.24798,0,0,1,1
47,0.55849,0.37168,0.67086,0.14133,0.15638,0.70159,1,0,1,0
47,0.64452,0.76952,1.00378,0.10512,0.97957,-0.21922,0,0,1,1
47,0.96131,0.21242,0.98450,0.77788,0.99649,0.46953,1,0,1,0
47,-0.00691,-0.61718,0.61722,0.97317,0.00730,1.20399,1,0,0,0
47,0.57172,0.08551,0.57808,0.77358,0.70277,0.67790,1,0,1,0
47,0.75775,0.07313,0.76127,0.90105,0.71867,0.72092,1,0,1,0
47,-0.33861,0.83729,0.90316,0.09453,0.14399,0.51645,1,0,1,0
47,-0.89085,0.23917,0.92240,0.07177,0.59423,-0.01226,0,0,1,1
47,0.86987,-0.24684,0.90422,0.90360,0.99803,0.53665,1,0,1,0
47,-0.82789,-0.55467,0.99652,0.90071,0.90314,0.59072,1,0,1,0
47,0.57998,-0.29573,0.65102,0.98516,0.68901,0.77015,1,0,1,0
47,-0.00838,-0.89962,0.89966,0.97387,0.94460,0.60252,1,0,1,0
47,0.65160,-0.22837,0.69046,0.98519,0.11666,1.16589,1,0,0,0
47,-0.40963,-0.78183,0.88264,0.92325,0.56530,0.84488,1,0,1,0
47,-0.74073,0.45404,0.86881,0.05955,0.14073,0.29848,1,0,1,0
47,-0.82896,-0.22969,0.86019,0.91630,0.90172,0.59812,1,0,1,0
47,-0.98398,0.71865,1.21847,0.05730,0.98550,-0.25901,0,0,1,1
47,0.46342,-0.74172,0.87459,0.96943,0.94115,0.60210,1,0,1,0
47,0.88851,-0.48265,1.01114,0.98592,0.99814,0.58084,1,0,1,0
47,-0.99537,0.78723,1.26906,0.05682,0.98561,-0.25935,0,0,1,1
47,0.78824,0.17339,0.80708,0.77566,0.73013,0.65790,1,0,1,0
47,-0.65092,0.46953,0.80259,0.05943,0.13699,0.31166,1,0,1,0
47,0.07683,-0.54980,0.55515,0.97323,0.00727,1.20398,1,0,0,0
47,-0.55980,-0.49074,0.74445,0.92266,0.57367,0.83819,1,0,1,0
47,-0.35859,0.65020,0.74253,0.05799,0.13095,0.32402,1,0,1,0
47,-0.21752,-0.44540,0.49568,0.97994,0.00807,1.20195,1,0,0,0
47,0.74739,-0.69806,1.02268,0.98598,0.94347,0.60921,1,0,1,0
47,0.73182,0.74126,1.04165,0.13508,0.97964,-0.15710,0,0,1,1
47,-0.81131,0.64543,1.03673,0.05789,0.98517,-0.25850,0,0,1,1
47,0.27743,-0.93968,0.97978,0.98605,0.94149,0.61029,1,0,1,0
47,-0.64553,-0.05619,0.64797,0.60348,0.13066,1.20257,1,0,0,0
47,-0.61759,-0.13431,0.63203,0.46370,0.12873,1.17746,1,0,1,0
47,0.76384,-0.54403,0.93778,0.98582,0.99807,0.58082,1,0,1,0
47,0.24576,0.67221,0.71573,0.10510,0.22088,0.27789,1,0,1,0
47,-0.82469,-0.94192,1.25193,0.92477,0.98540,0.55507,1,0,1,0
47,-0.23588,-0.71407,0.75202,0.92255,0.98707,0.55297,1,0,1,0
47,0.90207,0.03682,0.90282,0.90247,0.99635,0.53688,1,0,1,0
47,0.61204,-0.91300,1.09917,0.97033,0.94432,0.60087,1,0,1,0
47,0.79823,0.26988,0.84262,0.77346,0.73885,0.65018,1,0,1,0
47,0.28741,0.92958,0.97300,0.05316,0.78581,-0.06921,0,0,1,1
47,-0.30667,0.97192,1.01916,0.09344,0.97040,-0.23156,0,0,1,1
47,-0.12234,0.62275,0.63465,0.09677,0.12515,0.61708,1,0,1,0
47,0.87104,-0.85152,1.21811,0.97084,0.77264,0.70664,1,0,1,0
47,0.41778,0.88560,0.97920,0.05343,0.78452,-0.06827,0,0,1,1
47,0.66698,0.88445,1.10776,0.10379,0.98008,-0.22131,0,0,1,1
47,-0.34287,0.43111,0.55084,0.05991,0.12306,0.37173,1,0,1,0
47,-0.25882,0.57458,0.63018,0.05864,0.12377,0.35856,1,0,1,0
47,0.34860,-0.48889,0.60045,0.98501,0.68804,0.77080,1,0,1,0
47,0.11717,-0.89968,0.90728,0.97419,0.71725,0.74674,1,0,1,0
47,-0.50368,0.48866,0.70177,0.05931,0.13072,0.33519,1,0,1,0
47,0.62611,0.43040,0.75978,0.14054,0.16251,0.66967,1,0,1,0
47,0.81749,0.42952,0.92346,0.76997,0.75111,0.63917,1,0,1,0
47,0.62195,-0.63360,0.88785,0.98572,0.94156,0.61008,1,0,1,0
47,-0.22790,-0.57230,0.61601,0.98008,0.53444,0.88253,1,0,1,0
47,0.45037,0.15583,0.47657,0.37510,0.13924,1.24051,1,0,1,0
47,0.89546,0.15114,0.90813,0.90184,0.99640,0.53650,1,0,1,0
47,-0.06975,-0.56201,0.56632,0.97283,0.00721,1.20410,1,0,0,0
47,0.51539,-0.37862,0.63951,0.98516,0.69156,0.76833,1,0,1,0
47,0.17721,0.47105,0.50328,0.10787,0.09929,0.81061,1,0,1,0
47,-0.60694,-0.34997,0.70061,0.92229,0.57464,0.83733,1,0,1,0
47,0.26563,0.88623,0.92519,0.05339,0.78236,-0.06783,0,0,1,1
47,-0.39719,-0.41019,0.57098,0.92194,0.55020,0.85633,1,0,1,0
47,0.15207,-0.93787,0.95011,0.98580,0.72207,0.74683,1,0,1,0
47,-0.86530,0.71357,1.12157,0.05737,0.98535,-0.25890,0,0,1,1
47,0.11474,0.88048,0.88792,0.09438,0.98324,-0.23212,0,0,1,1
47,-0.50116,0.21543,0.54550,0.06213,0.12756,0.36990,1,0,1,0
47,-0.15355,0.93321,0.94576,0.09381,0.98285,-0.23265,0,0,1,1
47,-0.33145,0.42417,0.53831,0.05998,0.12250,0.37474,1,0,1,0
47,-0.37639,0.35214,0.51544,0.06069,0.12369,0.37521,1,0,1,0
47,0.59555,-0.05476,0.59806,0.90026,0.11535,1.18376,1,0,0,0
47,0.39798,-0.23166,0.46049,0.98468,0.00708,1.20080,1,0,0,0
47,-0.90163,-0.07211,0.90451,0.55599,0.90247,0.39946,1,0,1,0
47,0.52117,0.38759,0.64949,0.14063,0.15547,0.70253,1,0,1,0
47,0.64727,-0.52472,0.83324,0.98561,0.72402,0.74539,1,0,1,0
47,0.14504,-0.99556,1.00607,0.98587,0.94070,0.61061,1,0,1,0
47,-0.91424,-0.03763,0.91501,0.55576,0.90256,0.39923,1,0,1,0
47,-0.96068,-0.11605,0.96766,0.60624,0.90390,0.43205,1,0,1,0
47,-0.76913,-0.57911,0.96277,0.92348,0.90209,0.60077,1,0,1,0
47,-0.62695,0.09597,0.63425,0.07372,0.13155,0.43775,1,0,1,0
47,0.10199,0.44629,0.45780,0.10799,0.07458,0.94361,1,0,1,0
47,-0.69019,0.30446,0.75436,0.05478,0.13665,0.27763,1,0,1,0
47,-0.32394,0.85570,0.91497,0.09438,0.14499,0.51115,1,0,1,0
47,0.06105,-0.56845,0.57172,0.97324,0.00728,1.20398,1,0,0,0
47,0.44729,0.22970,0.50282,0.14388,0.14317,0.77351,1,0,1,0
47,0.23381,0.36676,0.43495,0.10985,0.00690,1.23339,1,0,1,0
47,-0.95178,0.95090,1.34540,0.05583,0.98575,-0.26003,0,0,1,1
47,-0.30549,-0.87943,0.93098,0.92329,0.98755,0.55313,1,0,1,0
48,0.29368,-0.14040,0.32551,0.96425,0.12191,1.22662,1,1,1,1
48,-0.12710,-0.30874,0.33388,0.98235,0.05029,1.24335,1,1,1,1
48,-0.04032,-0.13855,0.14430,0.98007,0.02916,1.24732,1,1,1,1
48,-0.00759,-0.15276,0.15295,0.98023,0.02922,1.24726,1,1,1,1
48,-0.11504,0.18883,0.22111,0.05621,0.02987,1.10918,1,1,1,1
48,0.11380,0.25747,0.28150,0.02246,0.03000,0.69245,1,1,1,1
48,-0.31973,0.13488,0.34701,0.05621,0.03468,1.06271,1,1,1,1
48,0.32461,-0.16634,0.36475,0.96463,0.12319,1.22602,1,1,1,1
48,0.19008,-0.25769,0.32022,0.96477,0.12350,1.22586,1,1,1,1
48,-0.16503,0.05686,0.17455,0.05884,0.02739,1.14621,1,1,1,1
48,-0.32223,-0.11685,0.34276,0.82099,0.04916,1.32965,1,1,1,1
48,-0.26153,-0.28990,0.39044,0.97107,0.05011,1.24672,1,1,1,1
48,0.19172,-0.24972,0.31483,0.96471,0.12330,1.22596,1,1,1,1
48,-0.00275,0.26550,0.26552,0.02219,0.02996,0.68685,1,1,1,1
48,-0.33092,0.16870,0.37144,0.05549,0.03477,1.05653,1,1,1,1
48,0.12455,-0.17954,0.21851,0.98066,0.12015,1.22341,1,1,1,1
48,0.22004,0.01317,0.22044,0.70666,0.03144,1.41953,1,1,1,1
48,-0.36062,-0.12482,0.38161,0.88586,0.09496,1.25672,1,1,1,1
48,-0.08844,0.15836,0.18138,0.05700,0.02987,1.11393,1,1,1,1
48,0.01993,0.39155,0.39206,0.02141,0.03004,0.66692,1,1,1,1
48,-0.15808,0.32588,0.36220,0.02316,0.03473,0.63137,1,1,1,1
48,-0.24329,0.06931,0.25297,0.05807,0.03435,1.07846,1,1,1,1
48,0.22219,-0.11540,0.25037,0.96748,0.11997,1.22663,1,1,1,1
48,0.24329,0.27865,0.36992,0.02775,0.03392,0.73878,1,1,1,1
48,-0.26233,-0.23832,0.35442,0.97051,0.04984,1.24693,1,1,1,1
48,-0.20960,-0.32727,0.38864,0.98159,0.05034,1.24357,1,1,1,1
48,0.05100,0.10515,0.11687,0.05905,0.02750,1.14633,1,1,1,1
48,0.20158,0.32835,0.38529,0.02211,0.03008,0.68290,1,1,1,1
48,0.01797,-0.03420,0.03863,0.81810,0.02905,1.35236,1,1,1,1
48,-0.05760,0.39468,0.39886,0.02128,0.03002,0.66423,1,1,1,1
48,-0.01715,-0.38239,0.38277,0.98372,0.12354,1.22137,1,1,1,1
48,-0.30871,-0.20321,0.36959,0.97002,0.04962,1.24711,1,1,1,1
48,-0.07394,0.13652,0.15526,0.05755,0.02986,1.11727,1,1,1,1
48,0.09107,0.29496,0.30870,0.02215,0.03002,0.68494,1,1,1,1
48,0.28957,0.01112,0.28978,0.71583,0.03152,1.42155,1,1,1,1
48,-0.31871,0.21769,0.38596,0.05463,0.03485,1.04949,1,1,1,1
48,0.04702,-0.33119,0.33451,0.98362,0.12317,1.22154,1,1,1,1
48,-0.25276,-0.22377,0.33758,0.97036,0.04977,1.24698,1,1,1,1
48,-0.24887,-0.11482,0.27408,0.82432,0.04919,1.31887,1,1,1,1
48,0.26926,0.02764,0.27068,0.70724,0.03147,1.41967,1,1,1,1
48,-0.01509,-0.30928,0.30964,0.98250,0.12149,1.22245,1,1,1,1
48,0.28218,0.26472,0.38692,0.02812,0.03404,0.74382,1,1,1,1
48,-0.25547,0.10212,0.27512,0.05726,0.03446,1.07208,1,1,1,1
48,-0.37305,-0.02845,0.37413,0.05960,0.09498,0.54429,1,1,1,1
48,-0.23235,0.28769,0.36980,0.05381,0.03482,1.04377,1,1,1,1
48,0.34123,-0.09702,0.35475,0.96784,0.12148,1.22594,1,1,1,1
48,0.20886,-0.29496,0.36141,0.96515,0.12489,1.22521,1,1,1,1
48,0.15117,0.07615,0.16927,0.03025,0.03129,0.82500,1,1,1,1
48,0.32895,0.02806,0.33015,0.71429,0.19955,1.22939,1,1,1,1
48,-0.14587,0.00526,0.14596,0.06026,0.02741,1.15311,1,1,1,1
48,0.03205,0.26762,0.26953,0.02223,0.02998,0.68769,1,1,1,1
48,0.29091,0.06124,0.29729,0.69716,0.03146,1.41726,1,1,1,1
48,-0.05309,-0.28629,0.29117,0.98235,0.05022,1.24336,1,1,1,1
48,-0.29449,-0.07874,0.30484,0.62206,0.04286,1.39306,1,1,1,1
48,0.17003,0.13809,0.21904,0.02936,0.02756,0.87204,1,1,1,1
48,-0.07694,0.02005,0.07951,0.06034,0.02744,1.15324,1,1,1,1
48,0.23381,0.28592,0.36935,0.02761,0.03389,0.73650,1,1,1,1
48,0.19848,0.33695,0.39107,0.02204,0.03009,0.68132,1,1,1,1
48,-0.23506,0.24709,0.34104,0.05450,0.03473,1.04977,1,1,1,1
48,0.21108,-0.13461,0.25035,0.96764,0.12033,1.22644,1,1,1,1
48,-0.14674,0.18594,0.23687,0.05610,0.03440,1.06469,1,1,1,1
48,-0.29730,0.10079,0.31392,0.05705,0.03455,1.06976,1,1,1,1
48,0.27246,0.08743,0.28614,0.68469,0.03141,1.41408,1,1,1,1
48,0.35234,0.17697,0.39428,0.02977,0.03413,0.77244,1,1,1,1
48,0.01591,0.28261,0.28306,0.02210,0.02998,0.68451,1,1,1,1
48,-0.26902,0.15693,0.31144,0.05604,0.03461,1.06211,1,1,1,1
48,-0.33351,-0.21260,0.39551,0.97009,0.04966,1.24708,1,1,1,1
48,-0.24607,-0.07786,0.25809,0.81515,0.04285,1.35855,1,1,1,1
48,-0.20566,-0.14282,0.25038,0.83332,0.04937,1.30080,1,1,1,1
48,0.36393,0.14933,0.39338,0.04094,0.03412,0.93195,1,1,1,1
48,-0.15060,0.19574,0.24697,0.05589,0.03443,1.06286,1,1,1,1
48,-0.28078,0.01079,0.28099,0.05922,0.03431,1.08642,1,1,1,1
48,0.02324,0.36358,0.36432,0.02159,0.03003,0.67135,1,1,1,1
48,-0.13165,0.24599,0.27901,0.05502,0.03450,1.05596,1,1,1,1
48,-0.00115,-0.17355,0.17355,0.98038,0.02926,1.24721,1,1,1,1
48,-0.16526,0.10497,0.19578,0.05772,0.03426,1.07712,1,1,1,1
48,-0.19959,-0.09254,0.22000,0.82135,0.04911,1.32848,1,1,1,1
48,0.33241,0.18907,0.38242,0.02947,0.03408,0.76794,1,1,1,1
48,0.13879,-0.21487,0.25580,0.98331,0.12140,1.22230,1,1,1,1
48,-0.04339,0.20533,0.20986,0.05626,0.02991,1.10912,1,1,1,1
48,-0.00094,0.12584,0.12585,0.05823,0.02747,1.14242,1,1,1,1
48,-0.18212,0.14727,0.23422,0.05671,0.03439,1.06894,1,1,1,1
48,0.34255,-0.20284,0.39811,0.96501,0.12454,1.22538,1,1,1,1
48,-0.35404,-0.09001,0.36530,0.62076,0.09492,1.35650,1,1,1,1
48,-0.34025,0.06738,0.34686,0.05754,0.03457,1.07283,1,1,1,1
48,-0.17565,0.33092,0.37465,0.02310,0.03478,0.62912,1,1,1,1
48,-0.01196,0.13877,0.13928,0.05787,0.02988,1.11887,1,1,1,1
48,-0.13868,-0.33821,0.36554,0.98246,0.05044,1.24329,1,1,1,1
48,0.09388,0.16587,0.19059,0.02592,0.02994,0.76816,1,1,1,1
48,-0.00969,0.22951,0.22971,0.02243,0.02994,0.69306,1,1,1,1
48,-0.36779,-0.01761,0.36821,0.05936,0.03444,1.08606,1,1,1,1
48,0.06325,-0.05782,0.08569,0.71410,0.02913,1.42097,1,1,1,1
48,0.07473,-0.27588,0.28582,0.98345,0.12206,1.22201,1,1,1,1
48,-0.13560,0.21271,0.25225,0.05563,0.03443,1.06101,1,1,1,1
48,0.14064,0.09497,0.16970,0.02988,0.02755,0.88063,1,1,1,1
48,-0.16953,0.02825,0.17186,0.05951,0.02739,1.14957,1,1,1,1
48,-0.15589,0.22945,0.27740,0.05521,0.03451,1.05715,1,1,1,1
48,-0.29822,-0.19602,0.35687,0.96995,0.04959,1.24713,1,1,1,1
48,-0.15550,-0.05243,0.16410,0.81348,0.02892,1.36327,1,1,1,1
48,-0.04968,-0.38759,0.39076,0.98278,0.12314,1.22175,1,1,1,1
48,0.18195,-0.04292,0.18694,0.72282,0.02922,1.42259,1,1,1,1
48,0.15217,0.23226,0.27767,0.02547,0.03000,0.75802,1,1,1,1
48,0.15789,-0.20350,0.25757,0.98329,0.12140,1.22230,1,1,1,1
48,0.20149,-0.09225,0.22161,0.96711,0.11896,1.22711,1,1,1,1
48,0.05646,0.30028,0.30554,0.02205,0.03001,0.68284,1,1,1,1
48,-0.10224,-0.29576,0.31293,0.98233,0.05024,1.24336,1,1,1,1
48,0.13558,-0.02891,0.13863,0.71212,0.02915,1.42058,1,1,1,1
48,0.08286,0.00594,0.08308,0.69227,0.03131,1.41604,1,1,1,1
48,0.27688,0.25991,0.37976,0.02816,0.03401,0.74504,1,1,1,1
48,-0.29409,0.03962,0.29675,0.05845,0.03440,1.08050,1,1,1,1
48,0.12781,-0.00029,0.12781,0.70035,0.03136,1.41804,1,1,1,1
48,-0.13055,-0.06781,0.14711,0.81876,0.02896,1.35087,1,1,1,1
48,0.21868,-0.22668,0.31497,0.96465,0.12310,1.22605,1,1,1,1
48,-0.06038,-0.01546,0.06233,0.80902,0.03119,1.37415,1,1,1,1
48,-0.23724,0.02986,0.23911,0.05904,0.03425,1.08576,1,1,1,1
48,0.06254,-0.30757,0.31387,0.98355,0.12276,1.22171,1,1,1,1
48,0.18329,-0.11311,0.21538,0.96726,0.11924,1.22696,1,1,1,1
48,-0.30929,-0.06402,0.31585,0.06096,0.09471,0.55918,1,1,1,1
48,-0.13562,-0.17401,0.22062,0.96998,0.04957,1.24713,1,1,1,1
48,0.37924,-0.09655,0.39134,0.96427,0.12212,1.22653,1,1,1,1
48,0.16763,0.03637,0.17153,0.69123,0.03136,1.41578,1,1,1,1
48,0.13479,-0.17991,0.22481,0.98068,0.12033,1.22334,1,1,1,1
48,-0.03130,0.31833,0.31986,0.02178,0.02998,0.67692,1,1,1,1
48,-0.11798,0.01008,0.11841,0.06032,0.02742,1.15331,1,1,1,1
48,0.06642,-0.11979,0.13697,0.98017,0.02923,1.24728,1,1,1,1
48,0.20603,0.24730,0.32187,0.02798,0.03004,0.80586,1,1,1,1
48,0.01104,0.15705,0.15744,0.05760,0.02990,1.11710,1,1,1,1
48,-0.19488,-0.06174,0.20443,0.81376,0.02889,1.36260,1,1,1,1
48,-0.25906,-0.25099,0.36070,0.97066,0.04990,1.24687,1,1,1,1
48,0.18732,-0.16442,0.24924,0.96785,0.12078,1.22622,1,1,1,1
48,-0.05860,-0.08231,0.10104,0.82614,0.02905,1.33500,1,1,1,1
48,-0.35212,-0.01783,0.35257,0.05947,0.03441,1.08708,1,1,1,1
48,-0.26442,-0.15662,0.30732,0.96953,0.04941,1.24729,1,1,1,1
48,0.22525,-0.32011,0.39142,0.96540,0.12588,1.22474,1,1,1,1
48,0.20027,-0.00898,0.20047,0.71254,0.03145,1.42085,1,1,1,1
48,-0.07109,-0.23373,0.24430,0.98208,0.04993,1.24349,1,1,1,1
48,-0.12262,-0.05676,0.13512,0.81636,0.02895,1.35643,1,1,1,1
48,-0.00113,-0.15436,0.15437,0.98026,0.02923,1.24725,1,1,1,1
48,-0.01049,0.23414,0.23437,0.02240,0.02994,0.69218,1,1,1,1
48,-0.36414,0.01744,0.36455,0.05854,0.03451,1.08005,1,1,1,1
48,0.37272,-0.03073,0.37399,0.96398,0.12012,1.22740,1,1,1,1
48,-0.20794,-0.25019,0.32532,0.97073,0.04993,1.24685,1,1,1,1
48,-0.02506,0.25267,0.25391,0.02224,0.02995,0.68833,1,1,1,1
48,0.37878,0.08082,0.38731,0.70057,0.07027,1.40493,1,1,1,1
48,0.03604,0.07870,0.08656,0.05960,0.02749,1.14916,1,1,1,1
48,-0.01322,-0.02152,0.02526,0.81317,0.03124,1.36450,1,1,1,1
48,0.06704,-0.13822,0.15362,0.98029,0.02926,1.24724,1,1,1,1
48,-0.30906,-0.21969,0.37919,0.97022,0.04971,1.24704,1,1,1,1
48,-0.18272,-0.34777,0.39285,0.98172,0.05046,1.24351,1,1,1,1
48,-0.05895,-0.33293,0.33810,0.98255,0.12143,1.22247,1,1,1,1
48,0.01218,-0.36566,0.36586,0.98369,0.12356,1.22137,1,1,1,1
48,-0.13764,0.06384,0.15172,0.05885,0.02740,1.14612,1,1,1,1
48,0.18795,0.02386,0.18946,0.69862,0.03139,1.41762,1,1,1,1
48,-0.18211,-0.22059,0.28605,0.97044,0.04979,1.24695,1,1,1,1
48,0.39354,-0.05234,0.39700,0.96437,0.12110,1.22692,1,1,1,1
48,0.23251,0.06311,0.24092,0.68908,0.03139,1.41523,1,1,1,1
48,-0.30412,0.04860,0.30797,0.05818,0.03445,1.07830,1,1,1,1
48,0.15179,0.06402,0.16474,0.67834,0.03131,1.41240,1,1,1,1
48,0.21652,0.24504,0.32699,0.02806,0.03004,0.80729,1,1,1,1
48,0.13612,0.13769,0.19362,0.02918,0.02754,0.86938,1,1,1,1
48,-0.12671,-0.32276,0.34674,0.98241,0.05037,1.24332,1,1,1,1
48,-0.22240,-0.04895,0.22773,0.06116,0.02738,1.15774,1,1,1,1
48,-0.14574,0.03450,0.14977,0.05951,0.02740,1.14948,1,1,1,1
48,-0.12867,0.28602,0.31363,0.05431,0.03458,1.04994,1,1,1,1
48,-0.30930,-0.06131,0.31532,0.06088,0.09470,0.55851,1,1,1,1
48,-0.36156,-0.06564,0.36747,0.06063,0.09494,0.55426,1,1,1,1
48,0.38541,0.06435,0.39074,0.70758,0.20017,1.22768,1,1,1,1
48,-0.20456,-0.08085,0.21996,0.81813,0.02892,1.35230,1,1,1,1
48,-0.18685,0.00993,0.18711,0.05986,0.02739,1.15135,1,1,1,1
48,-0.07128,-0.21269,0.22432,0.97053,0.04982,1.24692,1,1,1,1
48,-0.17120,-0.03280,0.17431,0.06109,0.02740,1.15719,1,1,1,1
48,0.07192,0.36934,0.37627,0.02163,0.03005,0.67192,1,1,1,1
48,0.11411,0.13030,0.17321,0.02917,0.02753,0.86944,1,1,1,1
48,0.13439,-0.27213,0.30350,0.98352,0.12296,1.22164,1,1,1,1
48,-0.25392,-0.15702,0.29855,0.96956,0.04941,1.24728,1,1,1,1
48,-0.22876,-0.02313,0.22992,0.06043,0.02737,1.15427,1,1,1,1
48,0.15186,-0.34897,0.38058,0.98380,0.12546,1.22060,1,1,1,1
48,-0.20300,-0.32403,0.38237,0.98158,0.05032,1.24357,1,1,1,1
48,-0.15239,0.14016,0.20705,0.05702,0.03431,1.07193,1,1,1,1
48,0.28280,-0.03692,0.28520,0.96358,0.11876,1.22804,1,1,1,1
48,-0.04931,-0.11163,0.12203,0.83370,0.02911,1.32149,1,1,1,1
48,0.01919,0.04634,0.05016,0.06032,0.02749,1.15272,1,1,1,1
48,-0.13861,-0.08336,0.16175,0.82225,0.02898,1.34309,1,1,1,1
48,-0.14576,0.08443,0.16845,0.05831,0.02740,1.14343,1,1,1,1
48,0.11584,0.20530,0.23573,0.02562,0.02997,0.76163,1,1,1,1
48,-0.25356,-0.88203,0.91775,0.98359,0.98994,0.66632,1,0,1,0
48,-0.39518,-0.06530,0.40054,0.06039,0.09509,0.55080,1,0,1,0
48,0.77156,0.23964,0.80792,0.04190,0.50725,-0.04336,0,0,1,1
48,-0.69855,-0.22340,0.73340,0.97820,0.44208,1.00921,1,0,0,0
48,-0.69217,-0.12881,0.70405,0.06857,0.50408,-0.06547,0,0,1,1
48,-0.63568,0.99283,1.17890,0.02252,0.98710,-0.26240,0,0,1,1
48,-0.77570,0.94829,1.22514,0.02253,0.98714,-0.26259,0,0,1,1
48,-0.74086,-0.46869,0.87666,0.97218,0.45881,0.99494,1,0,0,0
48,-0.96510,-0.08399,0.96875,0.06490,0.81897,0.08321,1,0,0,0
48,-0.07069,0.98989,0.99241,0.02292,0.98648,-0.26239,0,0,1,1
48,-0.20606,-0.50142,0.54211,0.98241,0.05126,1.24317,1,0,0,0
48,-0.80022,-0.60944,1.00587,0.98116,0.47148,0.98656,1,0,0,0
48,-0.84101,-0.12723,0.85058,0.06722,0.52537,0.06238,1,0,0,0
48,0.80252,-0.23514,0.83626,0.96698,0.98127,0.66235,1,0,1,0
48,-0.51866,-0.22734,0.56629,0.97850,0.42025,1.02648,1,0,0,0
48,0.74238,0.14527,0.75645,0.97850,0.49958,0.96401,1,0,0,0
48,-0.46123,0.51992,0.69502,0.02162,0.03577,0.58043,1,0,1,0
48,0.93930,0.41997,1.02891,0.03538,0.53145,-0.00096,0,0,1,1
48,0.42717,-0.88625,0.98383,0.96869,0.97400,0.66682,1,0,1,0
48,0.18737,-0.67534,0.70085,0.96732,0.13521,1.22038,1,0,0,0
48,0.49850,0.90742,1.03533,0.02212,0.94416,-0.01669,0,0,1,1
48,0.50844,0.59551,0.78304,0.02356,0.03562,0.62679,1,0,1,0
48,0.30550,-0.41189,0.51282,0.96633,0.12986,1.22288,1,0,0,0
48,-0.51280,0.78209,0.93521,0.02318,0.98653,-0.26402,0,0,1,1
48,0.94159,-0.85060,1.26890,0.96958,0.98257,0.66301,1,0,1,0
48,0.52376,0.38862,0.65219,0.02766,0.48706,-0.11054,0,0,1,1
48,-0.87771,-0.96425,1.30390,0.98244,0.98516,0.66810,1,0,1,0
48,-0.47045,-0.63542,0.79062,0.98274,0.98346,0.66909,1,0,1,0
48,0.85857,-0.32769,0.91898,0.96764,0.98159,0.66253,1,0,1,0
48,0.92124,-0.72506,1.17235,0.96924,0.98237,0.66294,1,0,1,0
48,-0.30837,-0.72622,0.78898,0.98315,0.98950,0.66631,1,0,1,0
48,0.48195,0.27123,0.55303,0.02904,0.21382,-0.11867,0,0,1,1
48,0.73443,0.74507,1.04619,0.02302,0.91463,-0.01137,0,0,1,1
48,0.25128,0.33994,0.42273,0.02703,0.03408,0.72234,1,0,1,0
48,-0.02070,0.68694,0.68725,0.02407,0.03018,0.72559,1,0,1,0
48,0.13994,0.55859,0.57585,0.02069,0.03018,0.64671,1,0,1,0
48,-0.40448,0.96477,1.04613,0.02274,0.98682,-0.26258,0,0,1,1
48,0.15965,0.54785,0.57064,0.02077,0.03019,0.64855,1,0,1,0
48,-0.55083,-0.18980,0.58262,0.94643,0.42238,1.01984,1,0,0,0
48,0.49610,-0.35234,0.60848,0.96664,0.13145,1.22213,1,0,0,0
48,-0.12052,0.83590,0.84454,0.02336,0.95185,-0.01434,0,0,1,1
48,-0.20484,0.71233,0.74120,0.02374,0.95105,-0.01314,0,0,1,1
48,-0.48793,-0.44423,0.65987,0.98190,0.42769,1.02109,1,0,0,0
48,0.65813,-0.49236,0.82192,0.96785,0.13814,1.21898,1,0,0,0
48,-0.60029,0.87050,1.05741,0.02284,0.98682,-0.26316,0,0,1,1
48,-0.49005,-0.28429,0.56654,0.97067,0.41957,1.02593,1,0,0,0
48,0.54577,0.31601,0.63066,0.02873,0.48587,-0.11243,0,0,1,1
48,-0.68092,-0.57093,0.88860,0.98106,0.45712,0.99782,1,0,0,0
48,0.33537,-0.73726,0.80996,0.96799,0.13934,1.21842,1,0,0,0
