seed,x,y,r,f_spiral,f_circles,margin,router_spiral,oracle_spiral,composite_correct,region_match
42,0.69881,0.96911,1.19479,0.02945,0.97584,-1.11279,0,0,1,1
42,0.91005,0.18289,0.92825,0.09331,0.97822,-1.10337,0,0,1,1
42,-0.71646,-0.85491,1.11543,0.98206,0.87250,-0.57260,0,0,1,1
42,-0.63772,0.92234,1.12133,0.02886,0.96735,-1.11507,0,0,1,1
42,-0.74240,0.28134,0.79392,0.03215,0.51680,-1.27950,0,0,1,1
42,0.33667,-0.41137,0.53158,0.98265,0.07198,0.12846,1,0,0,0
42,-0.38879,-0.83885,0.92457,0.98562,0.86716,-0.56835,0,0,1,1
42,0.53820,0.79180,0.95739,0.03016,0.97472,-1.11304,0,0,1,1
42,0.21622,-0.94892,0.97324,0.98602,0.94816,-0.60726,0,0,1,1
42,-0.57628,0.55215,0.79810,0.03040,0.58851,-1.21366,0,0,1,1
42,0.40065,-0.78926,0.88513,0.98303,0.69044,-0.48588,0,0,1,1
42,-0.65675,0.23518,0.69759,0.03272,0.50883,-1.27694,0,0,1,1
42,-0.77000,-0.58005,0.96403,0.96404,0.92326,-0.60586,0,0,1,1
42,-0.32591,-0.93623,0.99133,0.98586,0.86826,-0.56864,0,0,1,1
42,0.84166,0.27941,0.88683,0.09034,0.97761,-1.10411,0,0,1,1
42,-0.93294,-0.76213,1.20467,0.96546,0.87371,-0.58309,0,0,1,1
42,-0.44966,0.85520,0.96621,0.02865,0.96653,-1.11531,0,0,1,1
42,-0.44234,0.04289,0.44442,0.07999,0.04345,-0.53835,0,0,1,1
42,0.41020,-0.59101,0.71941,0.98338,0.67541,-0.47722,0,0,1,1
42,-0.49862,0.27258,0.56826,0.03113,0.49934,-1.27443,0,0,1,1
42,-0.34347,0.53451,0.63535,0.03030,0.57764,-1.21643,0,0,1,1
42,-0.97872,0.92420,1.34612,0.02990,0.96243,-1.11630,0,0,1,1
42,0.39275,0.47193,0.61398,0.03217,0.10938,-1.13872,0,0,1,1
42,0.72608,-0.69321,1.00386,0.97266,0.72969,-0.51341,0,0,1,1
42,-0.83206,-0.53056,0.98682,0.96352,0.92348,-0.60621,0,0,1,1
42,0.82232,0.60900,1.02328,0.04316,0.97387,-1.11211,0,0,1,1
42,-0.36843,-0.33010,0.49468,0.96162,0.06007,0.14426,1,0,0,0
42,-0.87860,0.46741,0.99519,0.03070,0.53283,-1.28208,0,0,1,1
42,-0.23199,-0.79104,0.82435,0.98555,0.43506,-0.31143,0,0,1,1
42,-0.28604,0.30346,0.41702,0.03266,0.06723,-1.05103,0,0,1,1
42,-0.94357,-0.60486,1.12080,0.96416,0.92537,-0.60682,0,0,1,1
42,-0.89219,0.87512,1.24973,0.02754,0.96177,-1.11664,0,0,1,1
42,0.46821,0.28692,0.54913,0.08828,0.08000,-0.78386,0,0,1,1
